lat,lon,time,type
59.945994,30.330075,2018-04-04T15:33:20,car
59.946144,30.329907,2018-04-04T15:33:30,car
59.946293,30.329740,2018-04-04T15:33:40,car
59.946443,30.329573,2018-04-04T15:33:50,car
59.946595,30.329443,2018-04-04T15:34:00,car
59.946748,30.329313,2018-04-04T15:34:10,car
59.946900,30.329183,2018-04-04T15:34:20,car
59.947052,30.329053,2018-04-04T15:34:30,car
59.947205,30.328923,2018-04-04T15:34:40,car
59.947357,30.328793,2018-04-04T15:34:50,car
59.947509,30.328663,2018-04-04T15:35:00,car
59.947662,30.328533,2018-04-04T15:35:10,car
59.947814,30.328403,2018-04-04T15:35:20,car
59.947966,30.328273,2018-04-04T15:35:30,car
59.948118,30.328143,2018-04-04T15:35:40,car
59.948271,30.328014,2018-04-04T15:35:50,car
59.948423,30.327884,2018-04-04T15:36:00,car
59.948575,30.327754,2018-04-04T15:36:10,car
59.948728,30.327624,2018-04-04T15:36:20,car
59.948880,30.327494,2018-04-04T15:36:30,car
59.949032,30.327364,2018-04-04T15:36:40,car
59.949185,30.327234,2018-04-04T15:36:50,car
59.949337,30.327104,2018-04-04T15:37:00,car
59.949489,30.326974,2018-04-04T15:37:10,car
59.949642,30.326844,2018-04-04T15:37:20,car
59.949794,30.326714,2018-04-04T15:37:30,car
59.949946,30.326584,2018-04-04T15:37:40,car
59.950099,30.326454,2018-04-04T15:37:50,car
59.950251,30.326324,2018-04-04T15:38:00,car
59.950403,30.326194,2018-04-04T15:38:10,car
59.950556,30.326064,2018-04-04T15:38:20,car
59.950708,30.325934,2018-04-04T15:38:30,car
59.950860,30.325804,2018-04-04T15:38:40,car
59.951013,30.325674,2018-04-04T15:38:50,car
59.951165,30.325544,2018-04-04T15:39:00,car
59.951317,30.325414,2018-04-04T15:39:10,car
59.951470,30.325284,2018-04-04T15:39:20,car
59.951622,30.325155,2018-04-04T15:39:30,car
59.951774,30.325025,2018-04-04T15:39:40,car
59.951926,30.324895,2018-04-04T15:39:50,car
59.952079,30.324765,2018-04-04T15:40:00,car
59.952231,30.324635,2018-04-04T15:40:10,car
59.952383,30.324505,2018-04-04T15:40:20,car
59.952536,30.324375,2018-04-04T15:40:30,car
59.952688,30.324245,2018-04-04T15:40:40,car
59.952840,30.324115,2018-04-04T15:40:50,car
59.952993,30.323985,2018-04-04T15:41:00,car
59.953145,30.323855,2018-04-04T15:41:10,car
59.953293,30.323709,2018-04-04T15:41:20,car
59.953441,30.323563,2018-04-04T15:41:30,car
59.953589,30.323417,2018-04-04T15:41:40,car
59.953738,30.323270,2018-04-04T15:41:50,car
59.953886,30.323124,2018-04-04T15:42:00,car
59.954034,30.322978,2018-04-04T15:42:10,car
59.954182,30.322832,2018-04-04T15:42:20,car
59.954330,30.322686,2018-04-04T15:42:30,car
59.954478,30.322540,2018-04-04T15:42:40,car
59.954626,30.322394,2018-04-04T15:42:50,car
59.954774,30.322247,2018-04-04T15:43:00,car
59.954923,30.322101,2018-04-04T15:43:10,car
59.955071,30.321955,2018-04-04T15:43:20,car
59.955219,30.321809,2018-04-04T15:43:30,car
59.955367,30.321663,2018-04-04T15:43:40,car
59.955515,30.321517,2018-04-04T15:43:50,car
59.955663,30.321371,2018-04-04T15:44:00,car
59.955811,30.321225,2018-04-04T15:44:10,car
59.955960,30.321078,2018-04-04T15:44:20,car
59.956108,30.320932,2018-04-04T15:44:30,car
59.956256,30.320786,2018-04-04T15:44:40,car
59.956404,30.320640,2018-04-04T15:44:50,car
59.956469,30.320394,2018-04-04T15:45:00,car
59.956535,30.320149,2018-04-04T15:45:10,car
59.956600,30.319903,2018-04-04T15:45:20,car
59.956617,30.319697,2018-04-04T15:45:30,car
59.956634,30.319490,2018-04-04T15:45:40,car
59.956651,30.319284,2018-04-04T15:45:50,car
59.956668,30.319077,2018-04-04T15:46:00,car
59.956685,30.318871,2018-04-04T15:46:10,car
59.907985,30.275024,2018-04-08T16:10:50,foot
59.908213,30.274969,2018-04-08T16:11:00,foot
59.908441,30.274913,2018-04-08T16:11:10,foot
59.908669,30.274858,2018-04-08T16:11:20,foot
59.908840,30.275071,2018-04-08T16:11:30,foot
59.908838,30.275272,2018-04-08T16:11:40,foot
59.908836,30.275474,2018-04-08T16:11:50,foot
59.908834,30.275675,2018-04-08T16:12:00,foot
59.908832,30.275877,2018-04-08T16:12:10,foot
59.908829,30.276078,2018-04-08T16:12:20,foot
59.908827,30.276280,2018-04-08T16:12:30,foot
59.908825,30.276481,2018-04-08T16:12:40,foot
59.908823,30.276683,2018-04-08T16:12:50,foot
59.908821,30.276884,2018-04-08T16:13:00,foot
59.908819,30.277086,2018-04-08T16:13:10,foot
59.908817,30.277287,2018-04-08T16:13:20,foot
59.908815,30.277488,2018-04-08T16:13:30,foot
59.908813,30.277690,2018-04-08T16:13:40,foot
59.908811,30.277891,2018-04-08T16:13:50,foot
59.908808,30.278093,2018-04-08T16:14:00,foot
59.908806,30.278294,2018-04-08T16:14:10,foot
59.908804,30.278496,2018-04-08T16:14:20,foot
59.908802,30.278697,2018-04-08T16:14:30,foot
59.908800,30.278899,2018-04-08T16:14:40,foot
59.908798,30.279100,2018-04-08T16:14:50,foot
59.908796,30.279301,2018-04-08T16:15:00,foot
59.908794,30.279503,2018-04-08T16:15:10,foot
59.908792,30.279704,2018-04-08T16:15:20,foot
59.908790,30.279906,2018-04-08T16:15:30,foot
59.908787,30.280107,2018-04-08T16:15:40,foot
59.908785,30.280309,2018-04-08T16:15:50,foot
59.908783,30.280510,2018-04-08T16:16:00,foot
59.908781,30.280712,2018-04-08T16:16:10,foot
59.908779,30.280913,2018-04-08T16:16:20,foot
59.908777,30.281115,2018-04-08T16:16:30,foot
59.908775,30.281316,2018-04-08T16:16:40,foot
59.908773,30.281517,2018-04-08T16:16:50,foot
59.908771,30.281719,2018-04-08T16:17:00,foot
59.908768,30.281920,2018-04-08T16:17:10,foot
59.908766,30.282122,2018-04-08T16:17:20,foot
59.908764,30.282323,2018-04-08T16:17:30,foot
59.908762,30.282525,2018-04-08T16:17:40,foot
59.908760,30.282726,2018-04-08T16:17:50,foot
59.908758,30.282928,2018-04-08T16:18:00,foot
59.908756,30.283129,2018-04-08T16:18:10,foot
59.908754,30.283331,2018-04-08T16:18:20,foot
59.908752,30.283532,2018-04-08T16:18:30,foot
59.908750,30.283733,2018-04-08T16:18:40,foot
59.908747,30.283935,2018-04-08T16:18:50,foot
59.908745,30.284136,2018-04-08T16:19:00,foot
59.908743,30.284338,2018-04-08T16:19:10,foot
59.908741,30.284539,2018-04-08T16:19:20,foot
59.908739,30.284741,2018-04-08T16:19:30,foot
59.908737,30.284942,2018-04-08T16:19:40,foot
59.908735,30.285144,2018-04-08T16:19:50,foot
59.908733,30.285345,2018-04-08T16:20:00,foot
59.908731,30.285547,2018-04-08T16:20:10,foot
59.908729,30.285748,2018-04-08T16:20:20,foot
59.908726,30.285949,2018-04-08T16:20:30,foot
59.908724,30.286151,2018-04-08T16:20:40,foot
59.908722,30.286352,2018-04-08T16:20:50,foot
59.908720,30.286554,2018-04-08T16:21:00,foot
59.908718,30.286755,2018-04-08T16:21:10,foot
59.908716,30.286957,2018-04-08T16:21:20,foot
59.908714,30.287158,2018-04-08T16:21:30,foot
59.908712,30.287360,2018-04-08T16:21:40,foot
59.908710,30.287561,2018-04-08T16:21:50,foot
59.908707,30.287762,2018-04-08T16:22:00,foot
59.908705,30.287964,2018-04-08T16:22:10,foot
59.908703,30.288165,2018-04-08T16:22:20,foot
59.908701,30.288367,2018-04-08T16:22:30,foot
59.908699,30.288568,2018-04-08T16:22:40,foot
59.908697,30.288770,2018-04-08T16:22:50,foot
59.908695,30.288971,2018-04-08T16:23:00,foot
59.908693,30.289173,2018-04-08T16:23:10,foot
59.908691,30.289374,2018-04-08T16:23:20,foot
59.908689,30.289576,2018-04-08T16:23:30,foot
59.908686,30.289777,2018-04-08T16:23:40,foot
59.908684,30.289978,2018-04-08T16:23:50,foot
59.908682,30.290180,2018-04-08T16:24:00,foot
59.908680,30.290381,2018-04-08T16:24:10,foot
59.908678,30.290583,2018-04-08T16:24:20,foot
59.908676,30.290784,2018-04-08T16:24:30,foot
59.908674,30.290986,2018-04-08T16:24:40,foot
59.908672,30.291187,2018-04-08T16:24:50,foot
59.908670,30.291389,2018-04-08T16:25:00,foot
59.908668,30.291590,2018-04-08T16:25:10,foot
59.908665,30.291792,2018-04-08T16:25:20,foot
59.908663,30.291993,2018-04-08T16:25:30,foot
59.908661,30.292194,2018-04-08T16:25:40,foot
59.908659,30.292396,2018-04-08T16:25:50,foot
59.908657,30.292597,2018-04-08T16:26:00,foot
59.908655,30.292799,2018-04-08T16:26:10,foot
59.908653,30.293000,2018-04-08T16:26:20,foot
59.908651,30.293202,2018-04-08T16:26:30,foot
59.908649,30.293403,2018-04-08T16:26:40,foot
59.908647,30.293605,2018-04-08T16:26:50,foot
59.908644,30.293806,2018-04-08T16:27:00,foot
59.908642,30.294008,2018-04-08T16:27:10,foot
59.908640,30.294209,2018-04-08T16:27:20,foot
59.908638,30.294410,2018-04-08T16:27:30,foot
59.908636,30.294612,2018-04-08T16:27:40,foot
59.908634,30.294813,2018-04-08T16:27:50,foot
59.908632,30.295015,2018-04-08T16:28:00,foot
59.908630,30.295216,2018-04-08T16:28:10,foot
59.908628,30.295418,2018-04-08T16:28:20,foot
59.908625,30.295619,2018-04-08T16:28:30,foot
59.908623,30.295821,2018-04-08T16:28:40,foot
59.908621,30.296022,2018-04-08T16:28:50,foot
59.908619,30.296223,2018-04-08T16:29:00,foot
59.908617,30.296425,2018-04-08T16:29:10,foot
59.908615,30.296626,2018-04-08T16:29:20,foot
59.908613,30.296828,2018-04-08T16:29:30,foot
59.908611,30.297029,2018-04-08T16:29:40,foot
59.908609,30.297231,2018-04-08T16:29:50,foot
59.908607,30.297432,2018-04-08T16:30:00,foot
59.908604,30.297634,2018-04-08T16:30:10,foot
59.908602,30.297835,2018-04-08T16:30:20,foot
59.908600,30.298037,2018-04-08T16:30:30,foot
59.908598,30.298238,2018-04-08T16:30:40,foot
59.908596,30.298439,2018-04-08T16:30:50,foot
59.908594,30.298641,2018-04-08T16:31:00,foot
59.908592,30.298842,2018-04-08T16:31:10,foot
59.908590,30.299044,2018-04-08T16:31:20,foot
59.908588,30.299245,2018-04-08T16:31:30,foot
59.908586,30.299447,2018-04-08T16:31:40,foot
59.908583,30.299648,2018-04-08T16:31:50,foot
59.908581,30.299850,2018-04-08T16:32:00,foot
59.908579,30.300051,2018-04-08T16:32:10,foot
59.908577,30.300253,2018-04-08T16:32:20,foot
59.908575,30.300454,2018-04-08T16:32:30,foot
59.908365,30.300476,2018-04-08T16:32:40,foot
59.908154,30.300498,2018-04-08T16:32:50,foot
59.907944,30.300521,2018-04-08T16:33:00,foot
59.907734,30.300543,2018-04-08T16:33:10,foot
59.907422,30.300023,2018-04-06T13:31:10,metro
59.907511,30.300204,2018-04-06T13:31:20,metro
59.907599,30.300385,2018-04-06T13:31:30,metro
59.907688,30.300567,2018-04-06T13:31:40,metro
59.907777,30.300748,2018-04-06T13:31:50,metro
59.907866,30.300929,2018-04-06T13:32:00,metro
59.907954,30.301110,2018-04-06T13:32:10,metro
59.908043,30.301292,2018-04-06T13:32:20,metro
59.908132,30.301473,2018-04-06T13:32:30,metro
59.908220,30.301654,2018-04-06T13:32:40,metro
59.908309,30.301835,2018-04-06T13:32:50,metro
59.908398,30.302017,2018-04-06T13:33:00,metro
59.908486,30.302198,2018-04-06T13:33:10,metro
59.908575,30.302379,2018-04-06T13:33:20,metro
59.908664,30.302560,2018-04-06T13:33:30,metro
59.908753,30.302741,2018-04-06T13:33:40,metro
59.908841,30.302923,2018-04-06T13:33:50,metro
59.908930,30.303104,2018-04-06T13:34:00,metro
59.909019,30.303285,2018-04-06T13:34:10,metro
59.909107,30.303466,2018-04-06T13:34:20,metro
59.909196,30.303648,2018-04-06T13:34:30,metro
59.909285,30.303829,2018-04-06T13:34:40,metro
59.909374,30.304010,2018-04-06T13:34:50,metro
59.909462,30.304191,2018-04-06T13:35:00,metro
59.909551,30.304372,2018-04-06T13:35:10,metro
59.909640,30.304554,2018-04-06T13:35:20,metro
59.909728,30.304735,2018-04-06T13:35:30,metro
59.909817,30.304916,2018-04-06T13:35:40,metro
59.909906,30.305097,2018-04-06T13:35:50,metro
59.909994,30.305279,2018-04-06T13:36:00,metro
59.910083,30.305460,2018-04-06T13:36:10,metro
59.910172,30.305641,2018-04-06T13:36:20,metro
59.910261,30.305822,2018-04-06T13:36:30,metro
59.910349,30.306004,2018-04-06T13:36:40,metro
59.910438,30.306185,2018-04-06T13:36:50,metro
59.910527,30.306366,2018-04-06T13:37:00,metro
59.910615,30.306547,2018-04-06T13:37:10,metro
59.910704,30.306728,2018-04-06T13:37:20,metro
59.910793,30.306910,2018-04-06T13:37:30,metro
59.910881,30.307091,2018-04-06T13:37:40,metro
59.910970,30.307272,2018-04-06T13:37:50,metro
59.911059,30.307453,2018-04-06T13:38:00,metro
59.911148,30.307635,2018-04-06T13:38:10,metro
59.911236,30.307816,2018-04-06T13:38:20,metro
59.911325,30.307997,2018-04-06T13:38:30,metro
59.911414,30.308178,2018-04-06T13:38:40,metro
59.911502,30.308360,2018-04-06T13:38:50,metro
59.911591,30.308541,2018-04-06T13:39:00,metro
59.911680,30.308722,2018-04-06T13:39:10,metro
59.911769,30.308903,2018-04-06T13:39:20,metro
59.911857,30.309084,2018-04-06T13:39:30,metro
59.911946,30.309266,2018-04-06T13:39:40,metro
59.912035,30.309447,2018-04-06T13:39:50,metro
59.912123,30.309628,2018-04-06T13:40:00,metro
59.912212,30.309809,2018-04-06T13:40:10,metro
59.912301,30.309991,2018-04-06T13:40:20,metro
59.912389,30.310172,2018-04-06T13:40:30,metro
59.912478,30.310353,2018-04-06T13:40:40,metro
59.912567,30.310534,2018-04-06T13:40:50,metro
59.912656,30.310715,2018-04-06T13:41:00,metro
59.912744,30.310897,2018-04-06T13:41:10,metro
59.912833,30.311078,2018-04-06T13:41:20,metro
59.912922,30.311259,2018-04-06T13:41:30,metro
59.913010,30.311440,2018-04-06T13:41:40,metro
59.913099,30.311622,2018-04-06T13:41:50,metro
59.913188,30.311803,2018-04-06T13:42:00,metro
59.913277,30.311984,2018-04-06T13:42:10,metro
59.913365,30.312165,2018-04-06T13:42:20,metro
59.913454,30.312347,2018-04-06T13:42:30,metro
59.913543,30.312528,2018-04-06T13:42:40,metro
59.913631,30.312709,2018-04-06T13:42:50,metro
59.913720,30.312890,2018-04-06T13:43:00,metro
59.913809,30.313071,2018-04-06T13:43:10,metro
59.913897,30.313253,2018-04-06T13:43:20,metro
59.913986,30.313434,2018-04-06T13:43:30,metro
59.914075,30.313615,2018-04-06T13:43:40,metro
59.914164,30.313796,2018-04-06T13:43:50,metro
59.914252,30.313978,2018-04-06T13:44:00,metro
59.914341,30.314159,2018-04-06T13:44:10,metro
59.914430,30.314340,2018-04-06T13:44:20,metro
59.914518,30.314521,2018-04-06T13:44:30,metro
59.914607,30.314703,2018-04-06T13:44:40,metro
59.914696,30.314884,2018-04-06T13:44:50,metro
59.914784,30.315065,2018-04-06T13:45:00,metro
59.914873,30.315246,2018-04-06T13:45:10,metro
59.914962,30.315427,2018-04-06T13:45:20,metro
59.915051,30.315609,2018-04-06T13:45:30,metro
59.915139,30.315790,2018-04-06T13:45:40,metro
59.915228,30.315971,2018-04-06T13:45:50,metro
59.915317,30.316152,2018-04-06T13:46:00,metro
59.915405,30.316334,2018-04-06T13:46:10,metro
59.915494,30.316515,2018-04-06T13:46:20,metro
59.915583,30.316696,2018-04-06T13:46:30,metro
59.915672,30.316877,2018-04-06T13:46:40,metro
59.915760,30.317058,2018-04-06T13:46:50,metro
59.915849,30.317240,2018-04-06T13:47:00,metro
59.915938,30.317421,2018-04-06T13:47:10,metro
59.916026,30.317602,2018-04-06T13:47:20,metro
59.916115,30.317783,2018-04-06T13:47:30,metro
59.916204,30.317965,2018-04-06T13:47:40,metro
59.916292,30.318146,2018-04-06T13:47:50,metro
59.916381,30.318327,2018-04-06T13:48:00,metro
59.916470,30.318508,2018-04-06T13:48:10,metro
59.916559,30.318690,2018-04-06T13:48:20,metro
59.916647,30.318871,2018-04-06T13:48:30,metro
59.916736,30.319052,2018-04-06T13:48:40,metro
59.916801,30.319242,2018-04-06T13:48:50,metro
59.916866,30.319433,2018-04-06T13:49:00,metro
59.916931,30.319623,2018-04-06T13:49:10,metro
59.916996,30.319813,2018-04-06T13:49:20,metro
59.917061,30.320004,2018-04-06T13:49:30,metro
59.917126,30.320194,2018-04-06T13:49:40,metro
59.917191,30.320384,2018-04-06T13:49:50,metro
59.917256,30.320575,2018-04-06T13:50:00,metro
59.917320,30.320765,2018-04-06T13:50:10,metro
59.917385,30.320955,2018-04-06T13:50:20,metro
59.917450,30.321146,2018-04-06T13:50:30,metro
59.917515,30.321336,2018-04-06T13:50:40,metro
59.917580,30.321526,2018-04-06T13:50:50,metro
59.917645,30.321716,2018-04-06T13:51:00,metro
59.917710,30.321907,2018-04-06T13:51:10,metro
59.917775,30.322097,2018-04-06T13:51:20,metro
59.917840,30.322287,2018-04-06T13:51:30,metro
59.917905,30.322478,2018-04-06T13:51:40,metro
59.917970,30.322668,2018-04-06T13:51:50,metro
59.918035,30.322858,2018-04-06T13:52:00,metro
59.918100,30.323049,2018-04-06T13:52:10,metro
59.918165,30.323239,2018-04-06T13:52:20,metro
59.918230,30.323429,2018-04-06T13:52:30,metro
59.918295,30.323620,2018-04-06T13:52:40,metro
59.918360,30.323810,2018-04-06T13:52:50,metro
59.918425,30.324000,2018-04-06T13:53:00,metro
59.918489,30.324191,2018-04-06T13:53:10,metro
59.918554,30.324381,2018-04-06T13:53:20,metro
59.918619,30.324571,2018-04-06T13:53:30,metro
59.918684,30.324762,2018-04-06T13:53:40,metro
59.918749,30.324952,2018-04-06T13:53:50,metro
59.918814,30.325142,2018-04-06T13:54:00,metro
59.918879,30.325333,2018-04-06T13:54:10,metro
59.918944,30.325523,2018-04-06T13:54:20,metro
59.919009,30.325713,2018-04-06T13:54:30,metro
59.919074,30.325904,2018-04-06T13:54:40,metro
59.919139,30.326094,2018-04-06T13:54:50,metro
59.919204,30.326284,2018-04-06T13:55:00,metro
59.919269,30.326475,2018-04-06T13:55:10,metro
59.919334,30.326665,2018-04-06T13:55:20,metro
59.919399,30.326855,2018-04-06T13:55:30,metro
59.919464,30.327045,2018-04-06T13:55:40,metro
59.919529,30.327236,2018-04-06T13:55:50,metro
59.919594,30.327426,2018-04-06T13:56:00,metro
59.919658,30.327616,2018-04-06T13:56:10,metro
59.919723,30.327807,2018-04-06T13:56:20,metro
59.919788,30.327997,2018-04-06T13:56:30,metro
59.919853,30.328187,2018-04-06T13:56:40,metro
59.919918,30.328378,2018-04-06T13:56:50,metro
59.919983,30.328568,2018-04-06T13:57:00,metro
59.920048,30.328758,2018-04-06T13:57:10,metro
59.920113,30.328949,2018-04-06T13:57:20,metro
59.920178,30.329139,2018-04-06T13:57:30,metro
59.920252,30.329325,2018-04-06T13:57:40,metro
59.920325,30.329512,2018-04-06T13:57:50,metro
59.920399,30.329698,2018-04-06T13:58:00,metro
59.920473,30.329884,2018-04-06T13:58:10,metro
59.920546,30.330071,2018-04-06T13:58:20,metro
59.920620,30.330257,2018-04-06T13:58:30,metro
59.920694,30.330443,2018-04-06T13:58:40,metro
59.920768,30.330629,2018-04-06T13:58:50,metro
59.920841,30.330816,2018-04-06T13:59:00,metro
59.920915,30.331002,2018-04-06T13:59:10,metro
59.920989,30.331188,2018-04-06T13:59:20,metro
59.921062,30.331375,2018-04-06T13:59:30,metro
59.921136,30.331561,2018-04-06T13:59:40,metro
59.921210,30.331747,2018-04-06T13:59:50,metro
59.921283,30.331934,2018-04-06T14:00:00,metro
59.921357,30.332120,2018-04-06T14:00:10,metro
59.921431,30.332306,2018-04-06T14:00:20,metro
59.921505,30.332492,2018-04-06T14:00:30,metro
59.921578,30.332679,2018-04-06T14:00:40,metro
59.921652,30.332865,2018-04-06T14:00:50,metro
59.921726,30.333051,2018-04-06T14:01:00,metro
59.921799,30.333238,2018-04-06T14:01:10,metro
59.921873,30.333424,2018-04-06T14:01:20,metro
59.921947,30.333610,2018-04-06T14:01:30,metro
59.922020,30.333797,2018-04-06T14:01:40,metro
59.922094,30.333983,2018-04-06T14:01:50,metro
59.922168,30.334169,2018-04-06T14:02:00,metro
59.922242,30.334355,2018-04-06T14:02:10,metro
59.922315,30.334542,2018-04-06T14:02:20,metro
59.922389,30.334728,2018-04-06T14:02:30,metro
59.922463,30.334914,2018-04-06T14:02:40,metro
59.922536,30.335101,2018-04-06T14:02:50,metro
59.922610,30.335287,2018-04-06T14:03:00,metro
59.922684,30.335473,2018-04-06T14:03:10,metro
59.922757,30.335660,2018-04-06T14:03:20,metro
59.922831,30.335846,2018-04-06T14:03:30,metro
59.922905,30.336032,2018-04-06T14:03:40,metro
59.922979,30.336218,2018-04-06T14:03:50,metro
59.923052,30.336405,2018-04-06T14:04:00,metro
59.923126,30.336591,2018-04-06T14:04:10,metro
59.923200,30.336777,2018-04-06T14:04:20,metro
59.923273,30.336964,2018-04-06T14:04:30,metro
59.923347,30.337150,2018-04-06T14:04:40,metro
59.923421,30.337336,2018-04-06T14:04:50,metro
59.923494,30.337523,2018-04-06T14:05:00,metro
59.923568,30.337709,2018-04-06T14:05:10,metro
59.923642,30.337895,2018-04-06T14:05:20,metro
59.923716,30.338082,2018-04-06T14:05:30,metro
59.923789,30.338268,2018-04-06T14:05:40,metro
59.923863,30.338454,2018-04-06T14:05:50,metro
59.923937,30.338640,2018-04-06T14:06:00,metro
59.924010,30.338827,2018-04-06T14:06:10,metro
59.924084,30.339013,2018-04-06T14:06:20,metro
59.924158,30.339199,2018-04-06T14:06:30,metro
59.924231,30.339386,2018-04-06T14:06:40,metro
59.924305,30.339572,2018-04-06T14:06:50,metro
59.924379,30.339758,2018-04-06T14:07:00,metro
59.924452,30.339945,2018-04-06T14:07:10,metro
59.924526,30.340131,2018-04-06T14:07:20,metro
59.924600,30.340317,2018-04-06T14:07:30,metro
59.924674,30.340503,2018-04-06T14:07:40,metro
59.924747,30.340690,2018-04-06T14:07:50,metro
59.924821,30.340876,2018-04-06T14:08:00,metro
59.924895,30.341062,2018-04-06T14:08:10,metro
59.924968,30.341249,2018-04-06T14:08:20,metro
59.925042,30.341435,2018-04-06T14:08:30,metro
59.925116,30.341621,2018-04-06T14:08:40,metro
59.925189,30.341808,2018-04-06T14:08:50,metro
59.925263,30.341994,2018-04-06T14:09:00,metro
59.925337,30.342180,2018-04-06T14:09:10,metro
59.925411,30.342366,2018-04-06T14:09:20,metro
59.925484,30.342553,2018-04-06T14:09:30,metro
59.925558,30.342739,2018-04-06T14:09:40,metro
59.925632,30.342925,2018-04-06T14:09:50,metro
59.925705,30.343112,2018-04-06T14:10:00,metro
59.925779,30.343298,2018-04-06T14:10:10,metro
59.925853,30.343484,2018-04-06T14:10:20,metro
59.925926,30.343671,2018-04-06T14:10:30,metro
59.926000,30.343857,2018-04-06T14:10:40,metro
59.926074,30.344043,2018-04-06T14:10:50,metro
59.926148,30.344229,2018-04-06T14:11:00,metro
59.926221,30.344416,2018-04-06T14:11:10,metro
59.926295,30.344602,2018-04-06T14:11:20,metro
59.926369,30.344788,2018-04-06T14:11:30,metro
59.926442,30.344975,2018-04-06T14:11:40,metro
59.926516,30.345161,2018-04-06T14:11:50,metro
59.926590,30.345347,2018-04-06T14:12:00,metro
59.926663,30.345534,2018-04-06T14:12:10,metro
59.926737,30.345720,2018-04-06T14:12:20,metro
59.926811,30.345906,2018-04-06T14:12:30,metro
59.926885,30.346092,2018-04-06T14:12:40,metro
59.926958,30.346279,2018-04-06T14:12:50,metro
59.927032,30.346465,2018-04-06T14:13:00,metro
59.927106,30.346651,2018-04-06T14:13:10,metro
59.927179,30.346838,2018-04-06T14:13:20,metro
59.927253,30.347024,2018-04-06T14:13:30,metro
59.927122,30.347176,2018-04-06T14:13:40,metro
59.926992,30.347328,2018-04-06T14:13:50,metro
59.926861,30.347480,2018-04-06T14:14:00,metro
59.926730,30.347632,2018-04-06T14:14:10,metro
59.926600,30.347784,2018-04-06T14:14:20,metro
59.926469,30.347936,2018-04-06T14:14:30,metro
59.926338,30.348088,2018-04-06T14:14:40,metro
59.926208,30.348240,2018-04-06T14:14:50,metro
59.926077,30.348392,2018-04-06T14:15:00,metro
59.925946,30.348544,2018-04-06T14:15:10,metro
59.925816,30.348696,2018-04-06T14:15:20,metro
59.925685,30.348848,2018-04-06T14:15:30,metro
59.925554,30.349000,2018-04-06T14:15:40,metro
59.925424,30.349152,2018-04-06T14:15:50,metro
59.925293,30.349304,2018-04-06T14:16:00,metro
59.925162,30.349456,2018-04-06T14:16:10,metro
59.925032,30.349608,2018-04-06T14:16:20,metro
59.924901,30.349760,2018-04-06T14:16:30,metro
59.924770,30.349912,2018-04-06T14:16:40,metro
59.924640,30.350064,2018-04-06T14:16:50,metro
59.924509,30.350216,2018-04-06T14:17:00,metro
59.924378,30.350368,2018-04-06T14:17:10,metro
59.924247,30.350520,2018-04-06T14:17:20,metro
59.924117,30.350672,2018-04-06T14:17:30,metro
59.923986,30.350824,2018-04-06T14:17:40,metro
59.923855,30.350976,2018-04-06T14:17:50,metro
59.923725,30.351128,2018-04-06T14:18:00,metro
59.923594,30.351280,2018-04-06T14:18:10,metro
59.923463,30.351432,2018-04-06T14:18:20,metro
59.923333,30.351584,2018-04-06T14:18:30,metro
59.923202,30.351736,2018-04-06T14:18:40,metro
59.923071,30.351888,2018-04-06T14:18:50,metro
59.922941,30.352040,2018-04-06T14:19:00,metro
59.922810,30.352192,2018-04-06T14:19:10,metro
59.922679,30.352344,2018-04-06T14:19:20,metro
59.922549,30.352496,2018-04-06T14:19:30,metro
59.922418,30.352648,2018-04-06T14:19:40,metro
59.922287,30.352800,2018-04-06T14:19:50,metro
59.922157,30.352952,2018-04-06T14:20:00,metro
59.922026,30.353104,2018-04-06T14:20:10,metro
59.921895,30.353256,2018-04-06T14:20:20,metro
59.921765,30.353408,2018-04-06T14:20:30,metro
59.921634,30.353560,2018-04-06T14:20:40,metro
59.921503,30.353712,2018-04-06T14:20:50,metro
59.921373,30.353864,2018-04-06T14:21:00,metro
59.921242,30.354016,2018-04-06T14:21:10,metro
59.921157,30.354216,2018-04-06T14:21:20,metro
59.921072,30.354416,2018-04-06T14:21:30,metro
59.920987,30.354616,2018-04-06T14:21:40,metro
59.920903,30.354816,2018-04-06T14:21:50,metro
59.920818,30.355016,2018-04-06T14:22:00,metro
59.920733,30.355216,2018-04-06T14:22:10,metro
59.920648,30.355416,2018-04-06T14:22:20,metro
59.920623,30.355619,2018-04-06T14:22:30,metro
59.920599,30.355822,2018-04-06T14:22:40,metro
59.920574,30.356024,2018-04-06T14:22:50,metro
59.920549,30.356227,2018-04-06T14:23:00,metro
59.920525,30.356430,2018-04-06T14:23:10,metro
59.920500,30.356633,2018-04-06T14:23:20,metro
59.920475,30.356836,2018-04-06T14:23:30,metro
59.920451,30.357038,2018-04-06T14:23:40,metro
59.920426,30.357241,2018-04-06T14:23:50,metro
59.920401,30.357444,2018-04-06T14:24:00,metro
59.920377,30.357647,2018-04-06T14:24:10,metro
59.920352,30.357850,2018-04-06T14:24:20,metro
59.920327,30.358052,2018-04-06T14:24:30,metro
59.920303,30.358255,2018-04-06T14:24:40,metro
59.920278,30.358458,2018-04-06T14:24:50,metro
59.920253,30.358661,2018-04-06T14:25:00,metro
59.920229,30.358864,2018-04-06T14:25:10,metro
59.920204,30.359066,2018-04-06T14:25:20,metro
59.920179,30.359269,2018-04-06T14:25:30,metro
59.920155,30.359472,2018-04-06T14:25:40,metro
